Timestamp,Object_Label,Confidence
2025-11-28 08:11:57.453084,person,0.92
2025-11-28 08:11:57.511666,person,0.90
2025-11-28 08:11:57.568309,person,0.93
2025-11-28 08:11:57.639008,person,0.93
2025-11-28 08:11:57.694615,person,0.91
2025-11-28 08:11:57.751369,person,0.92
2025-11-28 08:11:57.806376,person,0.92
2025-11-28 08:11:57.865412,person,0.93
2025-11-28 08:11:57.866412,person,0.56
2025-11-28 08:11:57.921067,person,0.93
2025-11-28 08:11:57.974741,person,0.92
2025-11-28 08:11:58.030920,person,0.91
2025-11-28 08:11:58.087678,person,0.92
2025-11-28 08:11:58.087678,person,0.63
2025-11-28 08:11:58.143019,person,0.91
2025-11-28 08:11:58.144018,person,0.68
2025-11-28 08:11:58.200936,person,0.90
2025-11-28 08:11:58.200936,person,0.64
2025-11-28 08:11:58.258614,person,0.90
2025-11-28 08:11:58.259616,person,0.61
2025-11-28 08:11:58.328757,person,0.89
2025-11-28 08:11:58.328757,person,0.68
2025-11-28 08:11:58.387400,person,0.88
2025-11-28 08:11:58.388405,person,0.79
2025-11-28 08:11:58.444844,person,0.89
2025-11-28 08:11:58.444844,person,0.74
2025-11-28 08:11:58.498827,person,0.89
2025-11-28 08:11:58.499841,person,0.84
2025-11-28 08:11:58.613298,person,0.92
2025-11-28 08:11:58.614300,person,0.75
2025-11-28 08:11:58.670210,person,0.90
2025-11-28 08:11:58.671208,person,0.78
2025-11-28 08:11:58.727778,person,0.91
2025-11-28 08:11:58.727778,person,0.75
2025-11-28 08:11:58.784072,person,0.92
2025-11-28 08:11:58.785073,person,0.79
2025-11-28 08:11:58.839500,person,0.91
2025-11-28 08:11:58.840508,person,0.66
2025-11-28 08:11:58.907453,person,0.92
2025-11-28 08:11:58.908458,person,0.78
2025-11-28 08:11:58.966607,person,0.90
2025-11-28 08:11:58.967606,person,0.82
2025-11-28 08:11:59.021975,person,0.91
2025-11-28 08:11:59.022974,person,0.82
2025-11-28 08:11:59.076612,person,0.91
2025-11-28 08:11:59.078114,person,0.82
2025-11-28 08:11:59.133796,person,0.91
2025-11-28 08:11:59.134800,person,0.66
2025-11-28 08:11:59.191511,person,0.92
2025-11-28 08:11:59.191511,person,0.81
2025-11-28 08:11:59.249689,person,0.93
2025-11-28 08:11:59.250693,person,0.81
